id,name,court,decision_year,case_url,citation_count
1303927,Kearney v. Washington National Insurance,Washington Supreme Court,1935,https://static.case.law/wash/184/cases/0579-01.json,9
1351236,Moffitt v. Goldcamp,Washington Supreme Court,1938,https://static.case.law/wash/195/cases/0075-01.json,4
766408,Truva v. Goodyear Tire & Rubber Co.,Washington Supreme Court,1923,https://static.case.law/wash/124/cases/0445-01.json,5
670210,Askey v. New York Life Insurance,Washington Supreme Court,1918,https://static.case.law/wash/102/cases/0027-01.json,3
788729,Ferguson v. City of Yakima,Washington Supreme Court,1926,https://static.case.law/wash/139/cases/0216-01.json,1
766288,Lewis v. City of Spokane,Washington Supreme Court,1923,https://static.case.law/wash/124/cases/0684-01.json,7
563421,James v. City of Seattle,Washington Supreme Court,1912,https://static.case.law/wash/68/cases/0359-01.json,4
821863,Duggins v. International Motor Transit Co.,Washington Supreme Court,1929,https://static.case.law/wash/153/cases/0549-01.json,8
816079,Barach v. Island Empire Telephone & Telegraph Co.,Washington Supreme Court,1929,https://static.case.law/wash/151/cases/0279-01.json,6
1348464,Perren ex rel. Perren v. Press,Washington Supreme Court,1938,https://static.case.law/wash/196/cases/0014-01.json,13
1279439,Boyd v. Cole,Washington Supreme Court,1937,https://static.case.law/wash/189/cases/0081-01.json,17
2561215,Haller v. Department of Labor & Industries,Washington Supreme Court,1942,https://static.case.law/wash-2d/13/cases/0164-01.json,4
2604850,Norman v. Department of Labor & Industries,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0180-01.json,0
774604,Pyle v. 2-Miracle Concrete Corp.,Washington Supreme Court,1923,https://static.case.law/wash/126/cases/0384-01.json,2
5290342,American Products Co. v. Villwock,Washington Supreme Court,1941,https://static.case.law/wash-2d/7/cases/0246-01.json,28
662944,Hillestad v. Industrial Insurance Commission,Washington Supreme Court,1914,https://static.case.law/wash/80/cases/0426-01.json,0
5278087,Johnson v. Department of Labor & Industries,Washington Supreme Court,1940,https://static.case.law/wash-2d/3/cases/0257-01.json,1
5264832,Krause v. Department of Labor & Industries,Washington Supreme Court,1940,https://static.case.law/wash-2d/2/cases/0268-01.json,3
1348397,Blake v. Department of Labor & Industries,Washington Supreme Court,1938,https://static.case.law/wash/196/cases/0681-01.json,9
873763,Fitzgerald v. Department of Labor & Industries,Washington Supreme Court,1935,https://static.case.law/wash/181/cases/0325-01.json,2
875534,Garney v. Department of Labor & Industries,Washington Supreme Court,1935,https://static.case.law/wash/180/cases/0645-01.json,2
1303954,W. E. Roche Fruit Co. v. Northern Pacific Railway Co.,Washington Supreme Court,1935,https://static.case.law/wash/184/cases/0695-01.json,4
861291,Kelly v. Department of Labor & Industries,Washington Supreme Court,1933,https://static.case.law/wash/172/cases/0525-01.json,2
2552972,Sievers v. Sievers,Washington Supreme Court,1941,https://static.case.law/wash-2d/11/cases/0446-01.json,8
2604865,Stangle v. Smith,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0461-01.json,5
5277521,Gensman v. West Coast Power Co.,Washington Supreme Court,1940,https://static.case.law/wash-2d/3/cases/0404-01.json,7
484882,Warner v. Keebler,Washington Supreme Court,1939,https://static.case.law/wash/200/cases/0608-01.json,12
2604272,Johnson v. Ohman,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0466-01.json,14
5301215,Engel v. Interstate Transit Co.,Washington Supreme Court,1941,https://static.case.law/wash-2d/9/cases/0590-01.json,2
5289496,Oyster v. Dye,Washington Supreme Court,1941,https://static.case.law/wash-2d/7/cases/0674-01.json,13
1307027,Comstock v. Smith,Washington Supreme Court,1935,https://static.case.law/wash/183/cases/0094-01.json,8
853690,Copeland v. North Coast Transportation Co.,Washington Supreme Court,1932,https://static.case.law/wash/169/cases/0084-01.json,9
5266939,Taylor v. Lubetich,Washington Supreme Court,1939,https://static.case.law/wash-2d/2/cases/0006-01.json,6
1283494,Lauber v. Lyon,Washington Supreme Court,1936,https://static.case.law/wash/188/cases/0644-01.json,2
1963360,Fabbio v. Diesel Oil Sales Co.,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0234-01.json,6
875556,O'Connell v. Home Oil Co.,Washington Supreme Court,1935,https://static.case.law/wash/180/cases/0461-01.json,7
848128,Jonas v. Taylor,Washington Supreme Court,1932,https://static.case.law/wash/166/cases/0302-01.json,7
5281113,Jones v. Matson,Washington Supreme Court,1940,https://static.case.law/wash-2d/4/cases/0659-01.json,10
826065,Bortle v. Osborne,Washington Supreme Court,1930,https://static.case.law/wash/155/cases/0585-01.json,11
636935,State v. Scott,Washington Supreme Court,1916,https://static.case.law/wash/89/cases/0063-01.json,8
2553827,Diking District No. 2 v. Calispel Duck Club,Washington Supreme Court,1941,https://static.case.law/wash-2d/11/cases/0131-01.json,8
1348575,Groeneveld v. Camano Blue Point Oyster Co.,Washington Supreme Court,1938,https://static.case.law/wash/196/cases/0054-01.json,3
654098,Neterer v. State,Washington Supreme Court,1917,https://static.case.law/wash/98/cases/0635-01.json,7
594138,Wilson v. Prickett,Washington Supreme Court,1914,https://static.case.law/wash/79/cases/0089-01.json,5
1355233,Brougham v. City of Seattle,Washington Supreme Court,1938,https://static.case.law/wash/194/cases/0001-01.json,5
877749,Gehr v. Ferry County,Washington Supreme Court,1934,https://static.case.law/wash/179/cases/0068-01.json,9
848150,State v. Carlyon,Washington Supreme Court,1932,https://static.case.law/wash/166/cases/0498-01.json,3
634337,State ex rel. Washington Paving Co. v. Clausen,Washington Supreme Court,1916,https://static.case.law/wash/90/cases/0450-01.json,11
2604675,State ex rel. King County Water District v. Stacy,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0248-01.json,12
1346658,Commercial Waterway District No. 1 v. King County,Washington Supreme Court,1938,https://static.case.law/wash/197/cases/0441-01.json,8
1348509,Sasse v. King County,Washington Supreme Court,1938,https://static.case.law/wash/196/cases/0242-01.json,20
2571306,Bennett v. Grays Harbor County,Washington Supreme Court,1942,https://static.case.law/wash-2d/15/cases/0331-01.json,21
656693,Morris v. Hillman Investment Co.,Washington Supreme Court,1918,https://static.case.law/wash/99/cases/0276-01.json,11
568346,Rowe v. James,Washington Supreme Court,1912,https://static.case.law/wash/71/cases/0267-01.json,11
871950,Hoenig v. Kohl,Washington Supreme Court,1935,https://static.case.law/wash/182/cases/0245-01.json,1
5301017,Fosdick v. Middendorf,Washington Supreme Court,1941,https://static.case.law/wash-2d/9/cases/0616-01.json,5
1963410,Hefner v. Pattee,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0607-01.json,10
2553079,Emanuel v. Wise,Washington Supreme Court,1941,https://static.case.law/wash-2d/11/cases/0198-01.json,1
1346678,Gibson v. Spokane United Railways,Washington Supreme Court,1938,https://static.case.law/wash/197/cases/0058-01.json,11
1283507,Huber v. Hemrich Brewing Co.,Washington Supreme Court,1936,https://static.case.law/wash/188/cases/0235-01.json,10
1307012,Fisher v. Hemrich Brewing Co.,Washington Supreme Court,1935,https://static.case.law/wash/183/cases/0489-01.json,9
867086,Hamilton v. Lesley,Washington Supreme Court,1933,https://static.case.law/wash/174/cases/0516-01.json,6
838691,Martin v. Westinghouse Electric & Manufacturing Co.,Washington Supreme Court,1931,https://static.case.law/wash/162/cases/0150-01.json,1
853745,Sather v. Blodgett,Washington Supreme Court,1932,https://static.case.law/wash/169/cases/0025-01.json,1
835022,Roed v. Washington Laundry Co.,Washington Supreme Court,1931,https://static.case.law/wash/160/cases/0166-01.json,2
766417,Snyder v. Smith,Washington Supreme Court,1923,https://static.case.law/wash/124/cases/0021-01.json,2
848139,Strouse v. Smith,Washington Supreme Court,1932,https://static.case.law/wash/166/cases/0643-01.json,0
2604602,McFarland v. Commercial Boiler Works Inc.,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0081-01.json,21
478099,Jackman v. City of Seattle,Washington Supreme Court,1936,https://static.case.law/wash/187/cases/0446-01.json,4
5300176,Moen v. Chestnut,Washington Supreme Court,1941,https://static.case.law/wash-2d/9/cases/0093-01.json,20
5289544,Fetterman v. Levitch,Washington Supreme Court,1941,https://static.case.law/wash-2d/7/cases/0431-01.json,21
5290514,Rieger v. Kirkland,Washington Supreme Court,1941,https://static.case.law/wash-2d/7/cases/0326-01.json,11
5802305,Lindberg v. Steele,Washington Supreme Court,1940,https://static.case.law/wash-2d/5/cases/0054-01.json,25
484867,Poland v. City of Seattle,Washington Supreme Court,1939,https://static.case.law/wash/200/cases/0208-01.json,16
1351229,Femling v. Star Publishing Co.,Washington Supreme Court,1938,https://static.case.law/wash/195/cases/0395-01.json,30
853673,DeTemple v. Schafer Bros. Logging Co.,Washington Supreme Court,1932,https://static.case.law/wash/169/cases/0102-01.json,6
849947,Cartwright v. Boyce,Washington Supreme Court,1932,https://static.case.law/wash/167/cases/0175-01.json,4
820230,Dunsmoor v. North Coast Transportation Co.,Washington Supreme Court,1929,https://static.case.law/wash/154/cases/0229-01.json,0
791452,Davison v. Snohomish County,Washington Supreme Court,1928,https://static.case.law/wash/149/cases/0109-01.json,8
631924,McKinney v. Port Townsend & Puget Sound Railway Co.,Washington Supreme Court,1916,https://static.case.law/wash/91/cases/0387-01.json,13
1963398,Morris v. Chicago Milwaukee St. Paul & Pacific Railroad,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0587-01.json,39
685690,Mouso v. Bellingham & Northern Railway Co.,Washington Supreme Court,1919,https://static.case.law/wash/106/cases/0299-01.json,7
853695,Haaga v. Saginaw Logging Co.,Washington Supreme Court,1932,https://static.case.law/wash/169/cases/0547-01.json,23
2580400,Hendrickson v. Union Pacific Railroad,Washington Supreme Court,1943,https://static.case.law/wash-2d/17/cases/0548-01.json,19
5281060,Schofield v. Northern Pacific Railway Co.,Washington Supreme Court,1940,https://static.case.law/wash-2d/4/cases/0512-01.json,11
1351262,Webb v. Oregon-Washington Railroad & Navigation Co.,Washington Supreme Court,1938,https://static.case.law/wash/195/cases/0155-01.json,1
1351191,Reines v. Chicago Milwaukee St. Paul & Pacific Railroad,Washington Supreme Court,1938,https://static.case.law/wash/195/cases/0146-01.json,4
651380,Hartley v. Lasater,Washington Supreme Court,1917,https://static.case.law/wash/96/cases/0407-01.json,10
857344,Drainage District No. 2 v. City of Everett,Washington Supreme Court,1933,https://static.case.law/wash/171/cases/0471-01.json,8
848108,Nelson v. Owens,Washington Supreme Court,1932,https://static.case.law/wash/166/cases/0647-01.json,4
552787,Wilkeson v. Miller,Washington Supreme Court,1911,https://static.case.law/wash/63/cases/0680-01.json,2
796466,Santmeyer v. Clemmancs,Washington Supreme Court,1928,https://static.case.law/wash/147/cases/0354-01.json,7
8841402,King v. Bassindale,Washington Supreme Court,1923,https://static.case.law/wash/127/cases/0189-01.json,7
836953,Williamson v. Horton,Washington Supreme Court,1930,https://static.case.law/wash/157/cases/0621-01.json,0
598952,Skansi v. Novak,Washington Supreme Court,1915,https://static.case.law/wash/84/cases/0039-01.json,19
634332,Peoples Savings Bank v. Frank Bufford,Washington Supreme Court,1916,https://static.case.law/wash/90/cases/0204-01.json,4
749790,Vaut v. Vaut,Washington Supreme Court,1922,https://static.case.law/wash/118/cases/0221-01.json,1
704398,Sturgis v. McElroy,Washington Supreme Court,1920,https://static.case.law/wash/113/cases/0192-01.json,0
618018,Meyers v. Albert,Washington Supreme Court,1913,https://static.case.law/wash/76/cases/0218-01.json,2
558715,Jackson v. Lamar,Washington Supreme Court,1912,https://static.case.law/wash/67/cases/0385-01.json,1
873805,MacKay v. Department of Labor & Industries,Washington Supreme Court,1935,https://static.case.law/wash/181/cases/0702-01.json,2
877795,Morris v. Department of Labor & Industries,Washington Supreme Court,1934,https://static.case.law/wash/179/cases/0423-01.json,5
842537,Burchfield v. Department of Labor & Industries,Washington Supreme Court,1931,https://static.case.law/wash/165/cases/0106-01.json,5
5300123,Harrington v. Department of Labor & Industries,Washington Supreme Court,1941,https://static.case.law/wash-2d/9/cases/0001-01.json,5
627874,Matson v. Pierce County,Washington Supreme Court,1916,https://static.case.law/wash/94/cases/0038-01.json,3
563342,Blankenship v. King County,Washington Supreme Court,1912,https://static.case.law/wash/68/cases/0084-01.json,4
2577215,Lloyd Co. v. Wyman,Washington Supreme Court,1943,https://static.case.law/wash-2d/16/cases/0621-01.json,4
1283471,Bennett v. King County,Washington Supreme Court,1936,https://static.case.law/wash/188/cases/0196-01.json,11
1308312,Fairchild v. Dean,Washington Supreme Court,1939,https://static.case.law/wash/198/cases/0001-01.json,3
683772,Allen v. Schultz,Washington Supreme Court,1919,https://static.case.law/wash/107/cases/0393-01.json,3
478344,Sauers v. Mutual Benefit Health & Ass'n,Washington Supreme Court,1936,https://static.case.law/wash/187/cases/0262-01.json,11
823871,Humphreys v. City of Seattle,Washington Supreme Court,1929,https://static.case.law/wash/152/cases/0339-01.json,8
1292786,Corbaley v. Pierce County,Washington Supreme Court,1937,https://static.case.law/wash/192/cases/0688-01.json,37
807301,Karr v. Mahaffay,Washington Supreme Court,1926,https://static.case.law/wash/140/cases/0236-01.json,3
1353596,Vercruysse v. Cascade Laundry Co.,Washington Supreme Court,1938,https://static.case.law/wash/193/cases/0184-01.json,6
568421,Hockersmith v. Sullivan,Washington Supreme Court,1912,https://static.case.law/wash/71/cases/0244-01.json,5
685670,Bishop v. T. Ryan Construction Co.,Washington Supreme Court,1919,https://static.case.law/wash/106/cases/0254-01.json,3
484826,Compton v. Evans,Washington Supreme Court,1939,https://static.case.law/wash/200/cases/0125-01.json,11
688203,Benedict v. Hines,Washington Supreme Court,1920,https://static.case.law/wash/110/cases/0338-01.json,5
821870,Keene v. Pacific Northwest Traction Co.,Washington Supreme Court,1929,https://static.case.law/wash/153/cases/0310-01.json,6
569848,Hubenthal v. Spokane & Inland Empire Railroad,Washington Supreme Court,1917,https://static.case.law/wash/97/cases/0581-01.json,5
651382,Stewart v. Northern Pacific Railway Co.,Washington Supreme Court,1917,https://static.case.law/wash/96/cases/0486-01.json,14
768350,Leftridge v. City of Seattle,Washington Supreme Court,1924,https://static.case.law/wash/130/cases/0541-01.json,10
869785,Spokane County v. Great Northern Railway Co.,Washington Supreme Court,1934,https://static.case.law/wash/178/cases/0389-01.json,17
2553548,Cady v. Kerr,Washington Supreme Court,1941,https://static.case.law/wash-2d/11/cases/0001-01.json,17
604200,Snell v. Stelling,Washington Supreme Court,1915,https://static.case.law/wash/83/cases/0248-01.json,3
2604812,Thompson v. Department of Labor & Industries,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0277-01.json,5
642596,Johnson v. Johnson,Washington Supreme Court,1915,https://static.case.law/wash/85/cases/0018-01.json,17
848131,Anselmo v. Morsing,Washington Supreme Court,1931,https://static.case.law/wash/166/cases/0111-01.json,23
802332,Jurisch v. Puget Transportation Co.,Washington Supreme Court,1927,https://static.case.law/wash/144/cases/0409-01.json,8
649050,Johnson v. J. C. Heitman,Washington Supreme Court,1915,https://static.case.law/wash/88/cases/0595-01.json,18
2571452,Portland-Seattle Auto Freight Inc. v. Jones,Washington Supreme Court,1942,https://static.case.law/wash-2d/15/cases/0603-01.json,35
568273,Wheeler v. Hotel Stevens Co.,Washington Supreme Court,1912,https://static.case.law/wash/71/cases/0142-01.json,2
2552423,Coppage v. Riley,Washington Supreme Court,1945,https://static.case.law/wash-2d/22/cases/0802-01.json,8
2551090,Curtis v. Riley,Washington Supreme Court,1945,https://static.case.law/wash-2d/22/cases/0951-01.json,1
2552532,Henry Broderick Inc. v. Riley,Washington Supreme Court,1945,https://static.case.law/wash-2d/22/cases/0760-01.json,35
2604981,Miles v. Pound Motor Co.,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0492-01.json,13
5278297,Apenese v. Department of Labor & Industries,Washington Supreme Court,1940,https://static.case.law/wash-2d/3/cases/0045-01.json,4
1963379,White v. J. R. Watkins Products Co.,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0466-01.json,3
1292823,Sills v. Sorenson,Washington Supreme Court,1937,https://static.case.law/wash/192/cases/0318-01.json,6
872028,Hollingsworth v. Robe Lumber Co.,Washington Supreme Court,1935,https://static.case.law/wash/182/cases/0074-01.json,5
855649,Amann v. City of Tacoma,Washington Supreme Court,1932,https://static.case.law/wash/170/cases/0296-01.json,18
840457,Nettleship v. Shipman,Washington Supreme Court,1931,https://static.case.law/wash/161/cases/0292-01.json,11
810078,Reynolds v. Addison Miller Co.,Washington Supreme Court,1927,https://static.case.law/wash/143/cases/0271-01.json,8
642597,Johnston v. Seattle Taxicab & Transfer Co.,Washington Supreme Court,1915,https://static.case.law/wash/85/cases/0551-01.json,12
563441,Bowen v. Smyth,Washington Supreme Court,1912,https://static.case.law/wash/68/cases/0513-01.json,1
2590352,St. Paul & Tacoma Lumber Co. v. Department of Labor & Industries,Washington Supreme Court,1943,https://static.case.law/wash-2d/19/cases/0639-01.json,11
2587568,State v. Christensen,Washington Supreme Court,1943,https://static.case.law/wash-2d/18/cases/0007-01.json,6
2581335,Unemployment Compensation Department v. Hunt,Washington Supreme Court,1943,https://static.case.law/wash-2d/17/cases/0228-01.json,25
5300722,Mulhausen v. Bates,Washington Supreme Court,1941,https://static.case.law/wash-2d/9/cases/0264-01.json,7
2552811,Unemployment Compensation Department v. Hunt,Washington Supreme Court,1945,https://static.case.law/wash-2d/22/cases/0897-01.json,7
1348516,McDermott v. State,Washington Supreme Court,1938,https://static.case.law/wash/196/cases/0261-01.json,0
483424,Reeder v. Crewes,Washington Supreme Court,1939,https://static.case.law/wash/199/cases/0040-01.json,14
481640,Venho v. Ostrander Railway & Timber Co.,Washington Supreme Court,1936,https://static.case.law/wash/185/cases/0138-01.json,5
5280426,Springer v. Superior Court,Washington Supreme Court,1940,https://static.case.law/wash-2d/4/cases/0053-01.json,15
846668,Knight v. Duggan,Washington Supreme Court,1931,https://static.case.law/wash/163/cases/0107-01.json,4
820276,Daigle v. Rudebeck,Washington Supreme Court,1929,https://static.case.law/wash/154/cases/0536-01.json,5
853710,Norland v. Peterson,Washington Supreme Court,1932,https://static.case.law/wash/169/cases/0380-01.json,7
868438,Thornton v. Eneroth,Washington Supreme Court,1934,https://static.case.law/wash/177/cases/0001-01.json,14
864550,Huntington v. Clallam Grain Co.,Washington Supreme Court,1933,https://static.case.law/wash/175/cases/0310-01.json,9
1303912,Pearson v. Picht,Washington Supreme Court,1935,https://static.case.law/wash/184/cases/0607-01.json,3
1429013,Barney v. Anderson,Washington Supreme Court,1921,https://static.case.law/wash/116/cases/0352-01.json,10
2581611,Koreski v. Seattle Hardware Co.,Washington Supreme Court,1943,https://static.case.law/wash-2d/17/cases/0421-01.json,13
2553855,Berry v. Department of Labor & Industries,Washington Supreme Court,1941,https://static.case.law/wash-2d/11/cases/0154-01.json,11
861344,Denny v. Department of Labor & Industries,Washington Supreme Court,1933,https://static.case.law/wash/172/cases/0631-01.json,11
5280464,McKenzie v. Mukilteo Water District,Washington Supreme Court,1940,https://static.case.law/wash-2d/4/cases/0103-01.json,11
1348539,Wullbrandt v. City of Seattle,Washington Supreme Court,1938,https://static.case.law/wash/196/cases/0645-01.json,7
805321,Lindgren v. Puget Sound International Railway & Power Co.,Washington Supreme Court,1927,https://static.case.law/wash/142/cases/0546-01.json,3
2586726,Wheeler v. Bill,Washington Supreme Court,1943,https://static.case.law/wash-2d/18/cases/0196-01.json,12
2580208,Kalinowski v. Young Women's Christian Ass'n,Washington Supreme Court,1943,https://static.case.law/wash-2d/17/cases/0380-01.json,10
636746,Smith Sand & Gravel Co. v. Corbin,Washington Supreme Court,1916,https://static.case.law/wash/89/cases/0043-01.json,6
647198,Langley v. Devlin,Washington Supreme Court,1915,https://static.case.law/wash/87/cases/0592-01.json,3
604031,Pierce v. Seattle Electric Co.,Washington Supreme Court,1915,https://static.case.law/wash/83/cases/0141-01.json,6
622727,Rochester v. Seattle Renton & Southern Railway Co.,Washington Supreme Court,1913,https://static.case.law/wash/75/cases/0559-01.json,8
565319,Grant v. Huschke,Washington Supreme Court,1912,https://static.case.law/wash/70/cases/0174-01.json,9
2546719,State v. Bauers,Washington Supreme Court,1945,https://static.case.law/wash-2d/23/cases/0462-01.json,15
1963377,New York Life Insurance v. Newport,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0511-01.json,6
1353620,State v. Douglas,Washington Supreme Court,1938,https://static.case.law/wash/193/cases/0425-01.json,11
1281118,Grant v. Fisher Flouring Mills Co.,Washington Supreme Court,1937,https://static.case.law/wash/190/cases/0356-01.json,8
770256,Fuller v. Friedman,Washington Supreme Court,1924,https://static.case.law/wash/131/cases/0282-01.json,3
8842033,Young v. Dille,Washington Supreme Court,1923,https://static.case.law/wash/127/cases/0398-01.json,1
677807,Parkhurst v. Elliott,Washington Supreme Court,1918,https://static.case.law/wash/103/cases/0089-01.json,6
757470,R. P. Arkley Lumber Co. v. Vincent,Washington Supreme Court,1922,https://static.case.law/wash/121/cases/0512-01.json,3
613149,Star Publishing Co. v. Knosher & Co.,Washington Supreme Court,1911,https://static.case.law/wash/62/cases/0215-01.json,0
830964,Cruickshank v. Lich,Washington Supreme Court,1930,https://static.case.law/wash/158/cases/0523-01.json,0
5300950,Smaby v. Shrauger,Washington Supreme Court,1941,https://static.case.law/wash-2d/9/cases/0691-01.json,14
1963336,State v. Brooks,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0082-01.json,11
857442,Walnut Park Lumber & Coal Co. v. Roane,Washington Supreme Court,1933,https://static.case.law/wash/171/cases/0362-01.json,0
846682,Tison v. American National Insurance,Washington Supreme Court,1931,https://static.case.law/wash/163/cases/0522-01.json,2
759297,Eaton v. National Casualty Co.,Washington Supreme Court,1922,https://static.case.law/wash/122/cases/0477-01.json,5
624714,Goertz v. Continental Life Insurance & Investment Co.,Washington Supreme Court,1917,https://static.case.law/wash/95/cases/0358-01.json,1
869818,McCann v. Reeder,Washington Supreme Court,1934,https://static.case.law/wash/178/cases/0126-01.json,24
869828,Perry v. Continental Insurance,Washington Supreme Court,1934,https://static.case.law/wash/178/cases/0024-01.json,11
624727,Brigham v. Mutual Life Insurance Co.,Washington Supreme Court,1917,https://static.case.law/wash/95/cases/0196-01.json,1
772293,Walker v. Metropolitan Life Insurance,Washington Supreme Court,1925,https://static.case.law/wash/132/cases/0615-01.json,1
768483,Anning v. Rothschild & Co.,Washington Supreme Court,1924,https://static.case.law/wash/130/cases/0232-01.json,12
855646,Mutual Life Insurance Co. of New York v. Campbell,Washington Supreme Court,1932,https://static.case.law/wash/170/cases/0485-01.json,9
774397,Hayes v. Automobile Insurance Exchange,Washington Supreme Court,1923,https://static.case.law/wash/126/cases/0487-01.json,4
2520169,Gardner v. Seymour,Washington Supreme Court,1947,https://static.case.law/wash-2d/27/cases/0802-01.json,20
478739,Miller v. United Pacific Casualty Insurance,Washington Supreme Court,1936,https://static.case.law/wash/187/cases/0629-01.json,11
478720,Great Northern Life Insurance v. Johnson,Washington Supreme Court,1936,https://static.case.law/wash/187/cases/0347-01.json,7
833029,Houston v. New York Life Insurance,Washington Supreme Court,1930,https://static.case.law/wash/159/cases/0162-01.json,9
2552358,Helard v. Helard,Washington Supreme Court,1945,https://static.case.law/wash-2d/22/cases/0950-01.json,0
2537762,Pike v. Pike,Washington Supreme Court,1946,https://static.case.law/wash-2d/24/cases/0735-01.json,22
1355199,Van Horne v. Van Horne,Washington Supreme Court,1938,https://static.case.law/wash/194/cases/0606-01.json,1
570209,Kawabe v. Continental Life Insurance,Washington Supreme Court,1917,https://static.case.law/wash/97/cases/0257-01.json,4
2548207,Nash v. Nash,Washington Supreme Court,1945,https://static.case.law/wash-2d/23/cases/0448-01.json,14
2551108,Penchos v. Ranta,Washington Supreme Court,1945,https://static.case.law/wash-2d/22/cases/0198-01.json,11
2557948,State ex rel. Department of Public Service v. Wilson,Washington Supreme Court,1942,https://static.case.law/wash-2d/12/cases/0614-01.json,9
484922,Isom v. Olympia Oil & Wood Products Co.,Washington Supreme Court,1939,https://static.case.law/wash/200/cases/0642-01.json,5
766362,Phillips v. Wenatchee Valley Fruit Exchange,Washington Supreme Court,1923,https://static.case.law/wash/124/cases/0425-01.json,8
680090,State ex rel. Wilkerson v. Superior Court,Washington Supreme Court,1919,https://static.case.law/wash/108/cases/0015-01.json,4
568358,Gust v. Gust,Washington Supreme Court,1912,https://static.case.law/wash/71/cases/0075-01.json,4
596526,Masterson v. Ogden,Washington Supreme Court,1914,https://static.case.law/wash/78/cases/0644-01.json,4
634423,State ex rel. Clark v. Superior Court,Washington Supreme Court,1916,https://static.case.law/wash/90/cases/0080-01.json,4
2591009,Gavin v. Everton,Washington Supreme Court,1944,https://static.case.law/wash-2d/19/cases/0785-01.json,7
2546906,Ziniewicz v. Department of Labor & Industries,Washington Supreme Court,1945,https://static.case.law/wash-2d/23/cases/0436-01.json,9
2551834,Champagne v. Department of Labor & Industries,Washington Supreme Court,1945,https://static.case.law/wash-2d/22/cases/0412-01.json,5
2522509,Hyman v. Department of Labor & Industries,Washington Supreme Court,1947,https://static.case.law/wash-2d/27/cases/0301-01.json,6
2523423,Seattle-Tacoma Shipbuilding Co. v. Department of Labor & Industries,Washington Supreme Court,1946,https://static.case.law/wash-2d/26/cases/0233-01.json,11
875583,Smith v. Department of Labor & Industries,Washington Supreme Court,1934,https://static.case.law/wash/180/cases/0084-01.json,2
2547650,Anderson v. Department of Labor & Industries,Washington Supreme Court,1945,https://static.case.law/wash-2d/23/cases/0076-01.json,4
2596639,Bond v. Ovens,Washington Supreme Court,1944,https://static.case.law/wash-2d/20/cases/0354-01.json,4
2596998,Dupea v. City of Seattle,Washington Supreme Court,1944,https://static.case.law/wash-2d/20/cases/0285-01.json,3
2596478,Husa v. Department of Labor & Industries,Washington Supreme Court,1944,https://static.case.law/wash-2d/20/cases/0114-01.json,7
2551471,Peterson v. Department of Labor & Industries,Washington Supreme Court,1945,https://static.case.law/wash-2d/22/cases/0647-01.json,30
1303982,Murgatroyd v. Dudley,Washington Supreme Court,1935,https://static.case.law/wash/184/cases/0222-01.json,6
2595306,Roellich v. Department of Labor & Industries,Washington Supreme Court,1944,https://static.case.law/wash-2d/20/cases/0674-01.json,1
2596611,Cooper v. Department of Labor & Industries,Washington Supreme Court,1944,https://static.case.law/wash-2d/20/cases/0429-01.json,2
5292086,Weinheimer v. Department of Labor & Industries,Washington Supreme Court,1941,https://static.case.law/wash-2d/8/cases/0014-01.json,2
871956,Stevich v. Department of Labor & Industries,Washington Supreme Court,1935,https://static.case.law/wash/182/cases/0401-01.json,2
1351255,Cooper v. Department of Labor & Industries,Washington Supreme Court,1938,https://static.case.law/wash/195/cases/0315-01.json,5
1346650,Leach v. School District No. 322,Washington Supreme Court,1938,https://static.case.law/wash/197/cases/0384-01.json,5
688287,Stovall v. Toppenish School District No. 49,Washington Supreme Court,1920,https://static.case.law/wash/110/cases/0097-01.json,7
1346644,Bracy v. Lund,Washington Supreme Court,1938,https://static.case.law/wash/197/cases/0188-01.json,9
1346659,O'Neil v. Gruhn,Washington Supreme Court,1938,https://static.case.law/wash/197/cases/0557-01.json,16
1290631,Caylor v. B. C. Motor Transportation Ltd.,Washington Supreme Court,1937,https://static.case.law/wash/191/cases/0365-01.json,14
291219,Thoresen v. St. Paul & Tacoma Lumber Co.,Washington Supreme Court,1913,https://static.case.law/wash/73/cases/0099-01.json,3
613209,Cole v. Gerrick,Washington Supreme Court,1911,https://static.case.law/wash/62/cases/0226-01.json,1
807345,Rice v. School District No. 302,Washington Supreme Court,1926,https://static.case.law/wash/140/cases/0189-01.json,2
835024,Boyer v. Department of Labor & Industries,Washington Supreme Court,1931,https://static.case.law/wash/160/cases/0557-01.json,4
2558768,Northwest Metal Products Inc. v. Department of Labor & Industries,Washington Supreme Court,1942,https://static.case.law/wash-2d/12/cases/0155-01.json,6
